condition,n_agents,beta,fault_type,accuracy,admission_rate,fallback_frequency
full_system,1,0.3,F3,0.6666666666666666,1.0,0.16666666666666666
baseline,1,0.3,mix,0.6666666666666666,1.0,0.0
soft_weighting,1,0.3,mix,0.6666666666666666,1.0,0.0
hard_only,1,0.3,mix,0.6666666666666666,1.0,0.16666666666666666
full_system,1,0.3,mix,0.6666666666666666,1.0,0.16666666666666666
baseline,1,0.45,F1,0.6666666666666666,1.0,0.0
soft_weighting,1,0.45,F1,0.6666666666666666,1.0,0.0
hard_only,1,0.45,F1,0.6666666666666666,1.0,0.16666666666666666
full_system,1,0.45,F1,0.6666666666666666,1.0,0.16666666666666666
baseline,1,0.45,F2,0.6666666666666666,1.0,0.0
soft_weighting,1,0.45,F2,0.6666666666666666,1.0,0.0
hard_only,1,0.45,F2,0.6666666666666666,1.0,0.16666666666666666
full_system,1,0.45,F2,0.6666666666666666,1.0,0.16666666666666666
baseline,1,0.45,F3,0.6666666666666666,1.0,0.0
soft_weighting,1,0.45,F3,0.6666666666666666,1.0,0.0
hard_only,1,0.45,F3,0.6666666666666666,1.0,0.16666666666666666
full_system,1,0.45,F3,0.6666666666666666,1.0,0.16666666666666666
baseline,1,0.45,mix,0.6666666666666666,1.0,0.0
soft_weighting,1,0.45,mix,0.6666666666666666,1.0,0.0
hard_only,1,0.45,mix,0.6666666666666666,1.0,0.16666666666666666
full_system,1,0.45,mix,0.6666666666666666,1.0,0.16666666666666666
baseline,5,0.0,F1,0.6555555555555556,1.0,0.0
soft_weighting,5,0.0,F1,0.6444444444444445,1.0,0.0
hard_only,5,0.0,F1,0.6555555555555556,0.9644444444444444,0.14444444444444443
full_system,5,0.0,F1,0.6444444444444445,0.9644444444444444,0.14444444444444443
baseline,5,0.0,F2,0.6555555555555556,1.0,0.0
soft_weighting,5,0.0,F2,0.6444444444444445,1.0,0.0
hard_only,5,0.0,F2,0.6555555555555556,0.9644444444444444,0.14444444444444443
full_system,5,0.0,F2,0.6444444444444445,0.9644444444444444,0.14444444444444443
baseline,5,0.0,F3,0.6555555555555556,1.0,0.0
soft_weighting,5,0.0,F3,0.6444444444444445,1.0,0.0
hard_only,5,0.0,F3,0.6555555555555556,0.9644444444444444,0.14444444444444443
full_system,5,0.0,F3,0.6444444444444445,0.9644444444444444,0.14444444444444443
baseline,5,0.0,mix,0.6555555555555556,1.0,0.0
soft_weighting,5,0.0,mix,0.6444444444444445,1.0,0.0
hard_only,5,0.0,mix,0.6555555555555556,0.9644444444444444,0.14444444444444443
full_system,5,0.0,mix,0.6444444444444445,0.9644444444444444,0.14444444444444443
baseline,5,0.15,F1,0.6555555555555556,1.0,0.0
soft_weighting,5,0.15,F1,0.6444444444444445,1.0,0.0
hard_only,5,0.15,F1,0.6555555555555556,0.9644444444444444,0.14444444444444443
full_system,5,0.15,F1,0.6444444444444445,0.9644444444444444,0.14444444444444443
baseline,5,0.15,F2,0.6555555555555556,1.0,0.0
soft_weighting,5,0.15,F2,0.6444444444444445,1.0,0.0
hard_only,5,0.15,F2,0.6555555555555556,0.9644444444444444,0.14444444444444443
full_system,5,0.15,F2,0.6444444444444445,0.9644444444444444,0.14444444444444443
baseline,5,0.15,F3,0.6555555555555556,1.0,0.0
soft_weighting,5,0.15,F3,0.6444444444444445,1.0,0.0
hard_only,5,0.15,F3,0.6555555555555556,0.9644444444444444,0.14444444444444443
full_system,5,0.15,F3,0.6444444444444445,0.9644444444444444,0.14444444444444443
baseline,5,0.15,mix,0.6555555555555556,1.0,0.0
soft_weighting,5,0.15,mix,0.6444444444444445,1.0,0.0
hard_only,5,0.15,mix,0.6555555555555556,0.9644444444444444,0.14444444444444443
full_system,5,0.15,mix,0.6444444444444445,0.9644444444444444,0.14444444444444443
baseline,5,0.3,F1,0.6555555555555556,1.0,0.0
soft_weighting,5,0.3,F1,0.6555555555555556,1.0,0.0
hard_only,5,0.3,F1,0.6666666666666666,0.8155555555555555,0.16666666666666666
full_system,5,0.3,F1,0.6555555555555556,0.8155555555555555,0.16666666666666666
baseline,5,0.3,F2,0.6666666666666666,1.0,0.0
soft_weighting,5,0.3,F2,0.6555555555555556,1.0,0.0
hard_only,5,0.3,F2,0.6666666666666666,0.9644444444444444,0.12222222222222222
full_system,5,0.3,F2,0.6555555555555556,0.9644444444444444,0.12222222222222222
baseline,5,0.3,F3,0.6555555555555556,1.0,0.0
soft_weighting,5,0.3,F3,0.6555555555555556,1.0,0.0
hard_only,5,0.3,F3,0.6666666666666666,0.8155555555555555,0.16666666666666666
full_system,5,0.3,F3,0.6555555555555556,0.8155555555555555,0.16666666666666666
baseline,5,0.3,mix,0.6555555555555556,1.0,0.0
soft_weighting,5,0.3,mix,0.6555555555555556,1.0,0.0
hard_only,5,0.3,mix,0.6666666666666666,0.8155555555555555,0.16666666666666666
full_system,5,0.3,mix,0.6555555555555556,0.8155555555555555,0.16666666666666666
baseline,5,0.45,F1,0.6111111111111112,1.0,0.0
soft_weighting,5,0.45,F1,0.6777777777777778,1.0,0.0
hard_only,5,0.45,F1,0.6555555555555556,0.6933333333333332,0.23333333333333334
full_system,5,0.45,F1,0.6777777777777778,0.6933333333333332,0.23333333333333334
baseline,5,0.45,F2,0.6111111111111112,1.0,0.0
soft_weighting,5,0.45,F2,0.6777777777777778,1.0,0.0
hard_only,5,0.45,F2,0.5666666666666667,0.9666666666666667,0.1111111111111111
full_system,5,0.45,F2,0.6333333333333333,0.9666666666666667,0.1111111111111111
baseline,5,0.45,F3,0.6111111111111112,1.0,0.0
soft_weighting,5,0.45,F3,0.6777777777777778,1.0,0.0
hard_only,5,0.45,F3,0.6555555555555556,0.6933333333333332,0.23333333333333334
full_system,5,0.45,F3,0.6777777777777778,0.6933333333333332,0.23333333333333334
baseline,5,0.45,mix,0.6555555555555556,1.0,0.0
soft_weighting,5,0.45,mix,0.6777777777777778,1.0,0.0
hard_only,5,0.45,mix,0.6555555555555556,0.8155555555555555,0.15555555555555556
full_system,5,0.45,mix,0.6777777777777778,0.8155555555555555,0.15555555555555556
baseline,7,0.0,F1,0.6666666666666666,1.0,0.0
soft_weighting,7,0.0,F1,0.6444444444444445,1.0,0.0
hard_only,7,0.0,F1,0.6666666666666666,0.9793650793650793,0.17777777777777778
full_system,7,0.0,F1,0.6444444444444445,0.9793650793650793,0.17777777777777778
baseline,7,0.0,F2,0.6666666666666666,1.0,0.0
soft_weighting,7,0.0,F2,0.6444444444444445,1.0,0.0
hard_only,7,0.0,F2,0.6666666666666666,0.9793650793650793,0.17777777777777778
full_system,7,0.0,F2,0.6444444444444445,0.9793650793650793,0.17777777777777778
baseline,7,0.0,F3,0.6666666666666666,1.0,0.0
soft_weighting,7,0.0,F3,0.6444444444444445,1.0,0.0
hard_only,7,0.0,F3,0.6666666666666666,0.9793650793650793,0.17777777777777778
full_system,7,0.0,F3,0.6444444444444445,0.9793650793650793,0.17777777777777778
baseline,7,0.0,mix,0.6666666666666666,1.0,0.0
soft_weighting,7,0.0,mix,0.6444444444444445,1.0,0.0
hard_only,7,0.0,mix,0.6666666666666666,0.9793650793650793,0.17777777777777778
full_system,7,0.0,mix,0.6444444444444445,0.9793650793650793,0.17777777777777778
baseline,7,0.15,F1,0.6555555555555556,1.0,0.0
soft_weighting,7,0.15,F1,0.6444444444444445,1.0,0.0
hard_only,7,0.15,F1,0.6555555555555556,0.8698412698412699,0.18888888888888888
full_system,7,0.15,F1,0.6444444444444445,0.8698412698412699,0.18888888888888888
baseline,7,0.15,F2,0.6555555555555556,1.0,0.0
soft_weighting,7,0.15,F2,0.6444444444444445,1.0,0.0
hard_only,7,0.15,F2,0.6555555555555556,0.9793650793650794,0.16666666666666666
full_system,7,0.15,F2,0.6444444444444445,0.9793650793650794,0.16666666666666666
baseline,7,0.15,F3,0.6555555555555556,1.0,0.0
soft_weighting,7,0.15,F3,0.6444444444444445,1.0,0.0
hard_only,7,0.15,F3,0.6555555555555556,0.8698412698412699,0.18888888888888888
full_system,7,0.15,F3,0.6444444444444445,0.8698412698412699,0.18888888888888888
baseline,7,0.15,mix,0.6555555555555556,1.0,0.0
soft_weighting,7,0.15,mix,0.6444444444444445,1.0,0.0
hard_only,7,0.15,mix,0.6555555555555556,0.8698412698412699,0.18888888888888888
full_system,7,0.15,mix,0.6444444444444445,0.8698412698412699,0.18888888888888888
baseline,7,0.3,F1,0.6555555555555556,1.0,0.0
soft_weighting,7,0.3,F1,0.6333333333333333,1.0,0.0
hard_only,7,0.3,F1,0.6666666666666666,0.7904761904761904,0.26666666666666666
full_system,7,0.3,F1,0.6333333333333333,0.7904761904761904,0.26666666666666666
baseline,7,0.3,F2,0.6666666666666666,1.0,0.0
soft_weighting,7,0.3,F2,0.6333333333333333,1.0,0.0
hard_only,7,0.3,F2,0.6666666666666666,0.9777777777777777,0.14444444444444443
full_system,7,0.3,F2,0.6333333333333333,0.9777777777777777,0.14444444444444443
baseline,7,0.3,F3,0.6555555555555556,1.0,0.0
soft_weighting,7,0.3,F3,0.6333333333333333,1.0,0.0
hard_only,7,0.3,F3,0.6666666666666666,0.7904761904761904,0.26666666666666666
full_system,7,0.3,F3,0.6333333333333333,0.7904761904761904,0.26666666666666666
baseline,7,0.3,mix,0.6555555555555556,1.0,0.0
soft_weighting,7,0.3,mix,0.6333333333333333,1.0,0.0
hard_only,7,0.3,mix,0.6666666666666666,0.7904761904761904,0.26666666666666666
full_system,7,0.3,mix,0.6333333333333333,0.7904761904761904,0.26666666666666666
baseline,7,0.45,F1,0.5777777777777777,1.0,0.0
soft_weighting,7,0.45,F1,0.6555555555555556,1.0,0.0
hard_only,7,0.45,F1,0.5777777777777777,1.0,1.0
full_system,7,0.45,F1,0.6555555555555556,1.0,1.0
baseline,7,0.45,F2,0.5777777777777777,1.0,0.0
soft_weighting,7,0.45,F2,0.6444444444444445,1.0,0.0
hard_only,7,0.45,F2,0.5333333333333333,0.9746031746031747,0.12222222222222222
full_system,7,0.45,F2,0.6,0.9746031746031747,0.12222222222222222
baseline,7,0.45,F3,0.5777777777777777,1.0,0.0
soft_weighting,7,0.45,F3,0.6555555555555556,1.0,0.0
hard_only,7,0.45,F3,0.5777777777777777,1.0,1.0
full_system,7,0.45,F3,0.6444444444444445,1.0,1.0
baseline,7,0.45,mix,0.6333333333333333,1.0,0.0
soft_weighting,7,0.45,mix,0.6555555555555556,1.0,0.0
hard_only,7,0.45,mix,0.6666666666666666,0.7873015873015872,0.25555555555555554
full_system,7,0.45,mix,0.6555555555555556,0.7873015873015872,0.25555555555555554
